date,value
2023/4/6 21:14,0.231133333
2023/4/6 21:16,0.2276
2023/4/6 21:18,0.223416667
2023/4/6 21:20,0.226383333
2023/4/6 21:22,0.221566667
2023/4/6 21:24,0.233884408
2023/4/6 21:26,0.232
2023/4/6 21:28,0.25205
2023/4/6 21:30,0.2255
2023/4/6 21:32,0.216817477
2023/4/6 21:34,0.226816667
2023/4/6 21:36,0.214083333
2023/4/6 21:38,0.22265
2023/4/6 21:40,0.218316667
2023/4/6 21:42,0.216333333
2023/4/6 21:44,0.236166667
2023/4/6 21:46,0.22725
2023/4/6 21:48,0.2248
2023/4/6 21:50,0.2262
2023/4/6 21:52,0.218266667
2023/4/6 21:54,0.212116667
2023/4/6 21:56,0.21825
2023/4/6 21:58,0.218483333
2023/4/6 22:00,0.211283333
2023/4/6 22:02,0.21945
2023/4/6 22:04,0.21835
2023/4/6 22:06,0.218
2023/4/6 22:08,0.213633333
2023/4/6 22:10,0.216683333
2023/4/6 22:12,0.21075
2023/4/6 22:14,0.2142
2023/4/6 22:16,0.205166667
2023/4/6 22:18,0.204366667
2023/4/6 22:20,0.196483333
2023/4/6 22:22,0.195683333
2023/4/6 22:24,0.191725563
2023/4/6 22:26,0.1888
2023/4/6 22:28,0.1855
2023/4/6 22:30,0.189033333
2023/4/6 22:32,0.163416667
2023/4/6 22:34,0.169883333
2023/4/6 22:36,0.185233333
2023/4/6 22:38,0.191866667
2023/4/6 22:40,0.188416667
2023/4/6 22:42,0.1826
2023/4/6 22:44,0.187241701
2023/4/6 22:46,0.1779
2023/4/6 22:48,0.170833333
2023/4/6 22:50,0.176416667
2023/4/6 22:52,0.166016667
2023/4/6 22:54,0.173616667
2023/4/6 22:56,0.167066667
2023/4/6 22:58,0.16055
2023/4/6 23:00,0.163666667
2023/4/6 23:02,0.165366667
2023/4/6 23:04,0.169283333
2023/4/6 23:06,0.157083333
2023/4/6 23:08,0.1619
2023/4/6 23:10,0.153083333
2023/4/6 23:12,0.150633333
2023/4/6 23:14,0.14755
2023/4/6 23:16,0.141966667
2023/4/6 23:18,0.154316667
2023/4/6 23:20,0.143333333
2023/4/6 23:22,0.143683333
2023/4/6 23:24,0.135466667
2023/4/6 23:26,0.142633333
2023/4/6 23:28,0.137233333
2023/4/6 23:30,0.129016667
2023/4/6 23:32,0.13245
2023/4/6 23:34,0.128816667
2023/4/6 23:36,0.124083333
2023/4/6 23:38,0.12725
2023/4/6 23:40,0.11905
2023/4/6 23:42,0.118533333
2023/4/6 23:44,0.12765
2023/4/6 23:46,0.126733333
2023/4/6 23:48,0.117366667
2023/4/6 23:50,0.1143
2023/4/6 23:52,0.113333333
2023/4/6 23:54,0.112183333
2023/4/6 23:56,0.105183333
2023/4/6 23:58,0.118233333
2023/4/7 0:00,0.114016667
2023/4/7 0:02,0.108916667
