date,value
2023/4/6 21:41,0.0078
2023/4/6 21:43,0.005366667
2023/4/6 21:45,0.008066667
2023/4/6 21:47,0.006133333
2023/4/6 21:49,0.006816667
2023/4/6 21:51,0.007016667
2023/4/6 21:53,0.008216667
2023/4/6 21:55,0.00785
2023/4/6 21:57,0.00415
2023/4/6 21:59,0.008066667
2023/4/6 22:01,0.007316667
2023/4/6 22:03,0.005616667
2023/4/6 22:05,0.00715
2023/4/6 22:07,0.00805
2023/4/6 22:09,0.005916667
2023/4/6 22:11,0.005466667
2023/4/6 22:13,0.009066667
2023/4/6 22:15,0.0077
2023/4/6 22:17,0.00405
2023/4/6 22:19,0.006583333
2023/4/6 22:21,0.00945
2023/4/6 22:23,0.00475
2023/4/6 22:25,0.005583333
2023/4/6 22:27,0.005883333
2023/4/6 22:29,0.008716667
2023/4/6 22:31,0.006516667
2023/4/6 22:33,0.006316667
2023/4/6 22:35,0.00805
2023/4/6 22:37,0.007133333
2023/4/6 22:39,0.005633333
2023/4/6 22:41,0.005416667
2023/4/6 22:43,0.008466667
2023/4/6 22:45,0.00685
2023/4/6 22:47,0.006833333
2023/4/6 22:49,0.004833333
2023/4/6 22:51,0.006233333
2023/4/6 22:53,0.005016667
2023/4/6 22:55,0.007233333
2023/4/6 22:57,0.008133333
2023/4/6 22:59,0.00645
2023/4/6 23:01,0.006266667
2023/4/6 23:03,0.00565
2023/4/6 23:05,0.008066667
2023/4/6 23:07,0.007383333
2023/4/6 23:09,0.004666667
2023/4/6 23:11,0.006183333
2023/4/6 23:13,0.004683333
2023/4/6 23:15,0.0056
2023/4/6 23:17,0.007083333
2023/4/6 23:19,0.004
2023/4/6 23:21,0.007133333
2023/4/6 23:23,0.005366667
2023/4/6 23:25,0.0051
2023/4/6 23:27,0.005816667
2023/4/6 23:29,0.00605
2023/4/6 23:31,0.006833333
2023/4/6 23:33,0.006583333
2023/4/6 23:35,0.007866667
2023/4/6 23:37,0.0068
2023/4/6 23:39,0.005466667
2023/4/6 23:41,0.006583333
2023/4/6 23:43,0.00595
2023/4/6 23:45,0.0079
2023/4/6 23:47,0.008433333
2023/4/6 23:49,0.007683333
2023/4/6 23:51,0.004466667
2023/4/6 23:53,0.005833333
2023/4/6 23:55,0.004783333
2023/4/6 23:57,0.006383333
2023/4/6 23:59,0.0045
2023/4/7 0:01,0.00505
2023/4/7 0:03,0.003483333
2023/4/7 0:05,0.005116667
2023/4/7 0:07,0.0039
2023/4/7 0:09,0.007566667
2023/4/7 0:11,0.0053
2023/4/7 0:13,0.0045
2023/4/7 0:15,0.0055
2023/4/7 0:17,0.0054
2023/4/7 0:19,0.00545
2023/4/7 0:21,0.004716667
2023/4/7 0:23,0.006016667
2023/4/7 0:25,0.006433333
2023/4/7 0:27,0.008066667
2023/4/7 0:29,0.003833333
2023/4/7 0:31,0.003783333
2023/4/7 0:33,0.003966667
2023/4/7 0:35,0.005266667
2023/4/7 0:37,0.0046
2023/4/7 0:39,0.005583333
2023/4/7 0:41,0.007166667
2023/4/7 0:43,0.006266667
2023/4/7 0:45,0.004266667
2023/4/7 0:47,0.00555
2023/4/7 0:49,0.003916667
2023/4/7 0:51,0.004116667
2023/4/7 0:53,0.007433333
2023/4/7 0:55,0.0071
2023/4/7 0:57,0.006433333
2023/4/7 0:59,0.005416667
2023/4/7 1:01,0.005516667
2023/4/7 1:03,0.005133333
2023/4/7 1:05,0.0039
2023/4/7 1:07,0.006816667
2023/4/7 1:09,0.006516667
2023/4/7 1:11,0.00735
2023/4/7 1:13,0.00545
2023/4/7 1:15,0.005316667
2023/4/7 1:17,0.003866667
2023/4/7 1:19,0.004116667
2023/4/7 1:21,0.0043
2023/4/7 1:23,0.0056
2023/4/7 1:25,0.007983333
2023/4/7 1:27,0.0076
2023/4/7 1:29,0.0068
2023/4/7 1:31,0.006933333
2023/4/7 1:33,0.005816667
2023/4/7 1:35,0.005216667
2023/4/7 1:37,0.003866667
2023/4/7 1:39,0.007733333
2023/4/7 1:41,0.008216667
2023/4/7 1:43,0.007666667
2023/4/7 1:45,0.003516667
2023/4/7 1:47,0.005316667
2023/4/7 1:49,0.004066667
2023/4/7 1:51,0.005966667
2023/4/7 1:53,0.00535
2023/4/7 1:55,0.078733333
2023/4/7 1:57,0.00765
2023/4/7 1:59,0.00575
2023/4/7 2:01,0.0061
2023/4/7 2:03,0.007233333
2023/4/7 2:05,0.006933333
2023/4/7 2:07,0.0069
2023/4/7 2:09,0.00645
2023/4/7 2:11,0.00625
2023/4/7 2:13,0.0052
2023/4/7 2:15,0.0067
2023/4/7 2:17,0.00455
2023/4/7 2:19,0.006766667
2023/4/7 2:21,0.00855
2023/4/7 2:23,0.003366667
2023/4/7 2:25,0.005316667
2023/4/7 2:27,0.005933333
2023/4/7 2:29,0.005466667
2023/4/7 2:31,0.006
2023/4/7 2:33,0.0061
2023/4/7 2:35,0.0074
2023/4/7 2:37,0.0081
2023/4/7 2:39,0.007733333
2023/4/7 2:41,0.0037
2023/4/7 2:43,0.004166667
2023/4/7 2:45,0.006166667
2023/4/7 2:47,0.0055
2023/4/7 2:49,0.00595
