,values
1065,117352.0976836672
1066,118122.81998258457
1067,124932.82610196993
1068,132601.74400375597
1069,132889.19176369347
1070,144227.52955131792
1071,178623.83813822828
1072,167451.10601174273
1073,174927.03011490777
1074,147955.1492293058
1075,167996.55449568853
1076,162405.60778241232
1077,176116.64248508774
1078,178640.325286258
1079,173285.14638585225
1080,193517.5104930885
1081,244142.12048170716
1082,255449.81419942155
1083,248769.0877499692
1084,246569.4819485508
1085,255680.18737915158
1086,266401.6696157586
1087,266601.63813237473
1088,276235.0005199257
1089,261882.65885211714
1090,268010.7067323793
1091,277879.6454073638
1092,299930.67122194916
1093,297491.7224661708
1094,287725.52122765034
1095,311112.7561739385
1096,351728.0872236565
1097,312940.068446856
1098,331896.87314408645
1099,342314.77160269395
1100,352994.7087799385
1101,347860.9013637267
1102,348665.0847525224
1103,356509.7751240581
1104,380543.3445781991
1105,390135.3534318246
1106,359857.0651854202
1107,415983.72216366976
1108,509509.295845516
1109,505367.87748079747
1110,431783.9961347282
1111,418834.0356370844
1112,421354.28694084287
1113,424015.5328870937
1114,449743.2405936681
1115,433872.38949909806
1116,408669.42956882715
1117,430116.9587316215
1118,408560.45159520954
1119,415701.1583023742
1120,427357.0771853477
1121,421397.31632234156
1122,462587.38328740373
1123,401506.18670191616
1124,412533.2637336105
1125,432400.3569117002
1126,442600.45902760327
1127,436970.37728337944
1128,438853.0084866658
1129,471055.5847188905
1130,489396.50745274127
1131,443985.7944338806
1132,430592.32486610115
1133,473214.2359977104
1134,423392.3729571104
1135,453443.9908488989
1136,454077.3654688522
1137,421494.32395615056
1138,431764.6520655975
1139,425915.0821706429
1140,392968.55729953945
1141,401661.769198522
1142,441111.98717353493
1143,452163.77098659426
1144,404448.9750404656
1145,437292.65075193346
1146,425561.71773949265
1147,391562.88827604055
1148,390015.4904292077
1149,452477.5534941107
1150,449180.50693903863
1151,435270.1421378702
1152,406937.1139126308
1153,417364.93977305293
1154,389846.3096265793
1155,382730.66083074734
1156,392988.2524986379
1157,355897.53214398026
1158,337557.8543254696
1159,379210.90211342275
1160,333365.2667481825
1161,334424.083205387
1162,330702.74396568537
1163,308664.9334062487
1164,316785.6119324118
1165,294937.2838719189
1166,302858.13752554357
1167,298818.7702978067
1168,295947.00597545505
1169,298363.73778054863
1170,309739.9018419683
1171,274815.6055067796
1172,298793.7762282863
1173,296789.52637254447
1174,287130.83474595845
1175,314445.55414390564
1176,313721.4603086561
1177,312205.02574079484
1178,285291.3765682485
1179,333381.7379357591
1180,334158.1182152927
1181,363239.1490344927
1182,335247.4191378765
1183,308894.41280060634
1184,254505.45015124045
1185,271278.7850651145
1186,326450.17700573057
1187,342091.16565506905
1188,335369.452762112
1189,304044.09495196864
1190,293427.80806159973
1191,287235.21610908955
1192,278867.7570574321
1193,280873.02838217095
1194,317448.6091532782
1195,298586.3541800827
1196,316294.89184207097
1197,342103.5509666577
1198,360777.3449099064
1199,343267.03607514873
1200,303672.9505760893
1201,311265.2742635533
1202,315706.6853043288
1203,304664.6692885533
1204,305212.4001172893
1205,310566.11065601185
1206,291237.36356024817
1207,332224.0305112824
1208,323788.4841667935
1209,309019.09586005285
1210,325582.1198837161
1211,330138.7015539035
1212,389128.69573527947
1213,394000.0494610742
1214,355700.197102122
1215,354792.3026892245
1216,357528.27547678724
1217,354167.1636630595
1218,346395.6998502463
1219,383337.60494040325
1220,384327.56800302863
1221,391859.8803869188
1222,428878.74678181857
1223,394251.13930889964
1224,378879.49926570803
1225,393458.7347344756
1226,431903.1887983158
1227,428155.674415566
1228,420807.4818183854
1229,368149.8612375781
1230,378935.1054842323
1231,407205.4410497807
1232,390031.73817044124
1233,356074.1185968369
1234,340169.8143926151
1235,356409.09658604115
