date,value
2023/4/6 21:14,0.72125
2023/4/6 21:16,0.040383333
2023/4/6 21:18,0.390116667
2023/4/6 21:20,0.4014
2023/4/6 21:22,0.079266667
2023/4/6 21:24,0.108426105
2023/4/6 21:26,0.009333333
2023/4/6 21:28,2.7438
2023/4/6 21:30,3.46275
2023/4/6 21:32,0.974237198
2023/4/6 21:34,0.05225
2023/4/6 21:36,0.0489
2023/4/6 21:38,0.07795
2023/4/6 21:40,0.021433333
2023/4/6 21:42,0.7433
2023/4/6 21:44,0.063416667
2023/4/6 21:46,0.04045
2023/4/6 21:48,0.432516667
2023/4/6 21:50,0.746316667
2023/4/6 21:52,0.061666667
2023/4/6 21:54,0.06605
2023/4/6 21:56,0.004966667
2023/4/6 21:58,0.327383333
2023/4/6 22:00,0.4136
2023/4/6 22:02,2.506216667
2023/4/6 22:04,0.410283333
2023/4/6 22:06,0.376066667
2023/4/6 22:08,0.0186
2023/4/6 22:10,3.898166667
2023/4/6 22:12,0.063616667
2023/4/6 22:14,1.122616667
2023/4/6 22:16,0.069266667
2023/4/6 22:18,0.5578
2023/4/6 22:20,0.044966667
2023/4/6 22:22,0.105316667
2023/4/6 22:24,0.046339512
2023/4/6 22:26,0
2023/4/6 22:28,0.020166667
2023/4/6 22:30,0.072783333
2023/4/6 22:32,0.036883333
2023/4/6 22:34,0.32445
2023/4/6 22:36,2.380933333
2023/4/6 22:38,0.107433333
2023/4/6 22:40,0.050733333
2023/4/6 22:42,0.36755
2023/4/6 22:44,1.247133715
2023/4/6 22:46,0.076716667
2023/4/6 22:48,0.023733333
2023/4/6 22:50,0
2023/4/6 22:52,2.68945
2023/4/6 22:54,0.153366667
2023/4/6 22:56,0.03215
2023/4/6 22:58,0.040516667
2023/4/6 23:00,0.018483333
2023/4/6 23:02,2.403016667
2023/4/6 23:04,0.063333333
2023/4/6 23:06,2.304366667
2023/4/6 23:08,0
2023/4/6 23:10,0.04435
2023/4/6 23:12,0.106916667
2023/4/6 23:14,0.03745
2023/4/6 23:16,0.06235
2023/4/6 23:18,0.0473
2023/4/6 23:20,0.0365
2023/4/6 23:22,0.072266667
2023/4/6 23:24,0.0353
2023/4/6 23:26,0.03315
2023/4/6 23:28,0.0188
2023/4/6 23:30,0.052416667
2023/4/6 23:32,0.631533333
2023/4/6 23:34,0.049366667
2023/4/6 23:36,0
2023/4/6 23:38,0.047183333
2023/4/6 23:40,0
2023/4/6 23:42,0.0029
2023/4/6 23:44,0.02525
2023/4/6 23:46,0.041366667
2023/4/6 23:48,13.27695
2023/4/6 23:50,1.987533333
2023/4/6 23:52,0.0374
2023/4/6 23:54,0.020583333
2023/4/6 23:56,0
2023/4/6 23:58,0.0583
2023/4/7 0:00,0.0278
2023/4/7 0:02,10.9722
2023/4/7 0:04,0.037066667
2023/4/7 0:06,0.011333333
2023/4/7 0:08,0.00865
2023/4/7 0:10,0.055166667
2023/4/7 0:12,0
2023/4/7 0:14,0.047483333
2023/4/7 0:16,0.034066667
2023/4/7 0:18,0.03805
2023/4/7 0:20,0.015766667
2023/4/7 0:22,0.0373
2023/4/7 0:24,0.016883333
2023/4/7 0:26,0.039783333
2023/4/7 0:28,0
2023/4/7 0:30,0.04085
2023/4/7 0:32,0.026583333
2023/4/7 0:34,0
2023/4/7 0:36,0.016850562
2023/4/7 0:38,0.02955
2023/4/7 0:40,0
2023/4/7 0:42,0.048983333
2023/4/7 0:44,0.0175
2023/4/7 0:46,0.2045
2023/4/7 0:48,0.02355
2023/4/7 0:50,0
2023/4/7 0:52,0.0408
2023/4/7 0:54,0.029866667
2023/4/7 0:56,0.0494
2023/4/7 0:58,0.010883333
2023/4/7 1:00,0.027816667
