date,value
2023/4/6 21:41,0.001066951
2023/4/6 21:43,0.001416974
2023/4/6 21:45,0.000649827
2023/4/6 21:47,0.001566641
2023/4/6 21:49,0.001716724
2023/4/6 21:51,0.000783138
2023/4/6 21:53,0.00098335
2023/4/6 21:55,0.001232922
2023/4/6 21:57,0.001216667
2023/4/6 21:59,0.001333333
2023/4/6 22:01,0.001750058
2023/4/6 22:03,0.001299978
2023/4/6 22:05,0.001399627
2023/4/6 22:07,0.001400047
2023/4/6 22:09,0.000666667
2023/4/6 22:11,0.00105
2023/4/6 22:13,0.00090027
2023/4/6 22:15,0.0008
2023/4/6 22:17,0.00126673
2023/4/6 22:19,0.000933333
2023/4/6 22:21,0.001811811
2023/4/6 22:23,0.000616646
2023/4/6 22:25,0.000983202
2023/4/6 22:27,0.000466682
2023/4/6 22:29,0.001033661
2023/4/6 22:31,0.001316689
2023/4/6 22:33,0.000716535
2023/4/6 22:35,0.0014
2023/4/6 22:37,0.000949778
2023/4/6 22:39,0.000933427
2023/4/6 22:41,0.001299935
2023/4/6 22:43,0.000633302
2023/4/6 22:45,0.00095
2023/4/6 22:47,0.000716667
2023/4/6 22:49,0.000616595
2023/4/6 22:51,0.001283333
2023/4/6 22:53,0.0011
2023/4/6 22:55,0.000649881
2023/4/6 22:57,0.0006666
2023/4/6 22:59,0.000549963
2023/4/6 23:01,0.000983448
2023/4/6 23:03,0.000700035
2023/4/6 23:05,0.000683356
2023/4/6 23:07,0.000850014
2023/4/6 23:09,0.000466713
2023/4/6 23:11,0.000666667
2023/4/6 23:13,0.000583324
2023/4/6 23:15,0.000966667
2023/4/6 23:17,0.00074995
2023/4/6 23:19,0.000966425
2023/4/6 23:21,0.00059999
2023/4/6 23:23,0.00041659
2023/4/6 23:25,0.000516563
2023/4/6 23:27,0.00108364
2023/4/6 23:29,0.000583304
2023/4/6 23:31,0.000799987
2023/4/6 23:33,0.000583382
2023/4/6 23:35,0.000316609
2023/4/6 23:37,0.00060018
2023/4/6 23:39,0.000333333
2023/4/6 23:41,0.000666667
2023/4/6 23:43,0.000316756
2023/4/6 23:45,0.000500017
2023/4/6 23:47,0.000699767
2023/4/6 23:49,0.000266667
2023/4/6 23:51,0.000866551
2023/4/6 23:53,0.000533324
2023/4/6 23:55,0.000733358
2023/4/6 23:57,0.000583333
2023/4/6 23:59,0.000316667
2023/4/7 0:01,0.000483333
2023/4/7 0:03,0.000583246
2023/4/7 0:05,0.000366667
2023/4/7 0:07,0.000633365
2023/4/7 0:09,0.000283333
2023/4/7 0:11,0.00055
2023/4/7 0:13,0.0003
2023/4/7 0:15,0.000316667
2023/4/7 0:17,5.00E-05
