,values
939,3.068648880031662e+17
940,3.068648880031662e+17
941,3.068648880031662e+17
942,3.068648880031662e+17
943,3.068648880031662e+17
944,3.068648880031662e+17
945,3.068648880031662e+17
946,3.068648880031662e+17
947,3.068648880031662e+17
948,3.068648880031662e+17
949,3.068648880031662e+17
950,3.068648880031662e+17
951,3.068648880031662e+17
952,3.068648880031662e+17
953,3.068648880031662e+17
954,3.068648880031662e+17
955,3.068648880031662e+17
956,3.068648880031662e+17
957,3.068648880031662e+17
958,3.068648880031662e+17
959,3.068648880031662e+17
960,3.068648880031662e+17
961,3.068648880031662e+17
962,3.068648880031662e+17
