date,value
2023/4/6 21:41,86219.33333
2023/4/6 21:43,87059.53333
2023/4/6 21:45,114845.3833
2023/4/6 21:47,122180.05
2023/4/6 21:49,75519.05
2023/4/6 21:51,118405.4
2023/4/6 21:53,107866.3167
2023/4/6 21:55,104180.9833
2023/4/6 21:57,90670.95
2023/4/6 21:59,68458.9
2023/4/6 22:01,74708.28333
2023/4/6 22:03,70529.41667
2023/4/6 22:05,95703.53333
2023/4/6 22:07,73148.88333
2023/4/6 22:09,83797.28333
2023/4/6 22:11,98205.65
2023/4/6 22:13,94314.1
2023/4/6 22:15,77825.23333
2023/4/6 22:17,61887.78333
2023/4/6 22:19,63233.36667
2023/4/6 22:21,95172.96667
2023/4/6 22:23,66656.68333
2023/4/6 22:25,77529.15
2023/4/6 22:27,69961.75
2023/4/6 22:29,61892.61667
2023/4/6 22:31,83622.66667
2023/4/6 22:33,68289.96667
2023/4/6 22:35,68786.48333
2023/4/6 22:37,76724.98333
2023/4/6 22:39,57881.91667
2023/4/6 22:41,73604.93333
2023/4/6 22:43,65364.65
2023/4/6 22:45,90244.21667
2023/4/6 22:47,78054.86667
2023/4/6 22:49,59335.85
2023/4/6 22:51,71550.86667
2023/4/6 22:53,72899.06667
2023/4/6 22:55,65243.15
2023/4/6 22:57,48778.16667
2023/4/6 22:59,49786.55
2023/4/6 23:01,63593.16667
2023/4/6 23:03,67294.53333
2023/4/6 23:05,48299.63333
2023/4/6 23:07,60185.38333
2023/4/6 23:09,54441.13333
2023/4/6 23:11,57760.63333
2023/4/6 23:13,61886.43333
2023/4/6 23:15,42979.46667
2023/4/6 23:17,43348.75
2023/4/6 23:19,48721.7
2023/4/6 23:21,66922.2
2023/4/6 23:23,50736.91667
2023/4/6 23:25,65056.81667
2023/4/6 23:27,55396.01667
2023/4/6 23:29,42977.41667
2023/4/6 23:31,56297.36667
2023/4/6 23:33,56747.46667
2023/4/6 23:35,45218.16667
2023/4/6 23:37,56377.6
2023/4/6 23:39,51414.6
2023/4/6 23:41,44998.68333
2023/4/6 23:43,49097.93333
2023/4/6 23:45,33989.15
2023/4/6 23:47,45264.9
2023/4/6 23:49,40433.56667
2023/4/6 23:51,57789.21667
2023/4/6 23:53,56610.93333
2023/4/6 23:55,40355.36667
2023/4/6 23:57,37749.68333
2023/4/6 23:59,39919.3
2023/4/7 0:01,65807.8
2023/4/7 0:03,45071.43333
2023/4/7 0:05,35164.56667
2023/4/7 0:07,35436.48333
2023/4/7 0:09,47493.33333
2023/4/7 0:11,41679.43333
2023/4/7 0:13,39157.21667
2023/4/7 0:15,45512.01667
2023/4/7 0:17,34960.46667
2023/4/7 0:19,33612.31667
2023/4/7 0:21,43835.95
2023/4/7 0:23,45550.55
2023/4/7 0:25,32793.31667
2023/4/7 0:27,43059.9
2023/4/7 0:29,33828.23333
2023/4/7 0:31,40779.86667
2023/4/7 0:33,43664.45
2023/4/7 0:35,32701.58333
2023/4/7 0:37,36655.31667
2023/4/7 0:39,35554.7
2023/4/7 0:41,43227.16667
2023/4/7 0:43,32344.4
2023/4/7 0:45,37495.78333
2023/4/7 0:47,33196.35
2023/4/7 0:49,37446.35
2023/4/7 0:51,34785.66667
2023/4/7 0:53,36297.83333
2023/4/7 0:55,38577.98333
2023/4/7 0:57,32026.18333
2023/4/7 0:59,35788.21667
2023/4/7 1:01,34947.96667
2023/4/7 1:03,35669.61667
2023/4/7 1:05,31743.88333
2023/4/7 1:07,25960.85
2023/4/7 1:09,36945.15
2023/4/7 1:11,30975.53333
2023/4/7 1:13,30824.4
2023/4/7 1:15,35985.11667
2023/4/7 1:17,33164.48333
2023/4/7 1:19,30325.4
2023/4/7 1:21,32973.6
2023/4/7 1:23,40842.63333
2023/4/7 1:25,50048.36667
2023/4/7 1:27,22919.01667
2023/4/7 1:29,28951.63333
2023/4/7 1:31,29470.7
2023/4/7 1:33,35165.63333
2023/4/7 1:35,30967.4
2023/4/7 1:37,28810.71667
2023/4/7 1:39,30091.68333
2023/4/7 1:41,39061.01667
2023/4/7 1:43,34825.86667
2023/4/7 1:45,40210.2
2023/4/7 1:47,29645.95
2023/4/7 1:49,34264.83333
2023/4/7 1:51,24874.51667
2023/4/7 1:53,28040.58333
2023/4/7 1:55,151509.8167
2023/4/7 1:57,34792.73333
2023/4/7 1:59,28604.51667
2023/4/7 2:01,75316.03333
2023/4/7 2:03,27610.28333
2023/4/7 2:05,38289.4
2023/4/7 2:07,37561.81667
2023/4/7 2:09,23501.9
2023/4/7 2:11,33306.58333
2023/4/7 2:13,32242.61667
2023/4/7 2:15,30901.05
2023/4/7 2:17,26140.1
2023/4/7 2:19,22791.66667
2023/4/7 2:21,34637.55
2023/4/7 2:23,27286.66667
2023/4/7 2:25,22217.11667
2023/4/7 2:27,28610.76667
2023/4/7 2:29,28269.06667
2023/4/7 2:31,27099.86667
2023/4/7 2:33,29653.18333
2023/4/7 2:35,29207.75
2023/4/7 2:37,42445.33333
2023/4/7 2:39,26286.9
2023/4/7 2:41,28497.75
2023/4/7 2:43,25249.31667
2023/4/7 2:45,29524.45
2023/4/7 2:47,35149.81667
2023/4/7 2:49,23375.68333
2023/4/7 2:51,22173.2
2023/4/7 2:53,30665.33333
2023/4/7 2:55,25034.3
2023/4/7 2:57,32355.28333
2023/4/7 2:59,28316.51667
2023/4/7 3:01,26798.65
2023/4/7 3:03,21384.96667
2023/4/7 3:05,26047.83333
2023/4/7 3:07,28850.86667
2023/4/7 3:09,25488.26667
2023/4/7 3:11,26262.75
2023/4/7 3:13,22227.03333
2023/4/7 3:15,21146.53333
2023/4/7 3:17,25038.96667
2023/4/7 3:19,27680.03333
2023/4/7 3:21,27025.91667
