date,values
2023/4/7 2:23,0.0053
2023/4/7 2:25,0.213433333
2023/4/7 2:27,0.018116667
2023/4/7 2:29,0.0104
2023/4/7 2:31,0.045916667
2023/4/7 2:33,0.224216667
2023/4/7 2:35,0.0294
2023/4/7 2:37,0.031616667
2023/4/7 2:39,0.031233333
2023/4/7 2:41,0.0049
2023/4/7 2:43,0.035933333
2023/4/7 2:45,0.022216667
2023/4/7 2:47,0.025566667
2023/4/7 2:49,0.032033333
2023/4/7 2:51,0.037416667
2023/4/7 2:53,0.054066667
2023/4/7 2:55,0.004533333
2023/4/7 2:57,0.0359
2023/4/7 2:59,0.0118
2023/4/7 3:01,0
2023/4/7 3:03,0.0213
2023/4/7 3:05,0.03305
2023/4/7 3:07,0.0176
2023/4/7 3:09,0.30005
2023/4/7 3:11,0.1931
2023/4/7 3:13,0
2023/4/7 3:15,0.024616667
2023/4/7 3:17,0.166116667
2023/4/7 3:19,0.023183333
2023/4/7 3:21,0.018333333
2023/4/7 3:23,0.03465
2023/4/7 3:25,0.003416667
2023/4/7 3:27,0.003933333
2023/4/7 3:29,0.013783333
2023/4/7 3:31,0.000433333
2023/4/7 3:33,0.036532116
2023/4/7 3:35,0.02065
2023/4/7 3:37,0.0324
2023/4/7 3:39,0.003716667
2023/4/7 3:41,0.003766667
2023/4/7 3:43,0.0123
2023/4/7 3:45,0.019983333
2023/4/7 3:47,0.01745
2023/4/7 3:49,0.229833333
2023/4/7 3:51,0.13605
2023/4/7 3:53,0
2023/4/7 3:55,0.018483333
2023/4/7 3:57,0
2023/4/7 3:59,0.023333333
2023/4/7 4:01,0.016583333
2023/4/7 4:03,0.020616667
2023/4/7 4:05,0.02975
2023/4/7 4:07,0.017466667
2023/4/7 4:09,0.023933333
2023/4/7 4:11,0.000516667
2023/4/7 4:13,0.1955
2023/4/7 4:15,0
2023/4/7 4:17,0.020333333
2023/4/7 4:19,0.0123
2023/4/7 4:21,0.171216667
2023/4/7 4:23,0.017216667
2023/4/7 4:25,0.009283333
2023/4/7 4:27,0.024783333
2023/4/7 4:29,0
2023/4/7 4:31,0.042751425
2023/4/7 4:33,0.030833333
2023/4/7 4:35,0.01625
2023/4/7 4:37,0.009233333
2023/4/7 4:39,0.015983333
2023/4/7 4:41,0.029266667
2023/4/7 4:43,0
2023/4/7 4:45,0.2275
2023/4/7 4:47,0.031466667
2023/4/7 4:49,0.038083333
2023/4/7 4:51,0.009383333
2023/4/7 4:53,0.019316667
2023/4/7 4:55,0.187
2023/4/7 4:57,0.0469
2023/4/7 4:59,0.032233333
2023/4/7 5:01,0.007533333
2023/4/7 5:03,0.3566
2023/4/7 5:05,0.01465
2023/4/7 5:07,0.01055
2023/4/7 5:09,0.040133333
2023/4/7 5:11,0.013033333
2023/4/7 5:13,0.369833333
2023/4/7 5:15,0.027933333
2023/4/7 5:17,0.038583333
2023/4/7 5:19,0.0224
2023/4/7 5:21,0.049083333
2023/4/7 5:23,0.013966667
2023/4/7 5:25,0.1131
2023/4/7 5:27,0.078483333
2023/4/7 5:29,0.008483333
2023/4/7 5:31,0.157466667
2023/4/7 5:33,0.22535
2023/4/7 5:35,0.07145
2023/4/7 5:37,0.019333333
2023/4/7 5:39,0.024083333
2023/4/7 5:41,0.009683333
2023/4/7 5:43,0.4168
2023/4/7 5:45,0.306133333
2023/4/7 5:47,0.0166
2023/4/7 5:49,0.0316
2023/4/7 5:51,0.019483333
2023/4/7 5:53,0.039483333
2023/4/7 5:55,0.02095
2023/4/7 5:57,0.011583333
2023/4/7 5:59,0.03135
2023/4/7 6:01,0.012
2023/4/7 6:03,0.067833333
2023/4/7 6:05,0.202516667
2023/4/7 6:07,0.053
2023/4/7 6:09,0.013365553
2023/4/7 6:11,0.013533333
2023/4/7 6:13,0.025166667
2023/4/7 6:15,0.012883333
2023/4/7 6:17,0.37205
2023/4/7 6:19,0.0245
2023/4/7 6:21,0.062283333
2023/4/7 6:23,0.390783333
2023/4/7 6:25,0.48925
2023/4/7 6:27,0
2023/4/7 6:29,0.001216667
2023/4/7 6:31,0.017833333
2023/4/7 6:33,0.051116667
2023/4/7 6:35,0.04395
2023/4/7 6:37,0.0133
2023/4/7 6:39,0.322683333
2023/4/7 6:41,0.023533333
2023/4/7 6:43,0.024366667
2023/4/7 6:45,0.0151
2023/4/7 6:47,0.039083333
2023/4/7 6:49,0.023066667
2023/4/7 6:51,0.022833333
2023/4/7 6:53,0.0705
2023/4/7 6:55,0.335316667
2023/4/7 6:57,0.0502
2023/4/7 6:59,0.394366667
2023/4/7 7:01,0
2023/4/7 7:03,0.028833333
2023/4/7 7:05,0.0228
2023/4/7 7:07,0.031166667
2023/4/7 7:09,0.053533333
2023/4/7 7:11,0.09895
2023/4/7 7:13,0.06985
2023/4/7 7:15,0.059633333
2023/4/7 7:17,0.104983333
2023/4/7 7:19,0.026483333
2023/4/7 7:21,0.060433333
2023/4/7 7:23,0
2023/4/7 7:25,0.184633333
2023/4/7 7:27,0.888183333
2023/4/7 7:29,0.10745
2023/4/7 7:31,0.0699
2023/4/7 7:33,0
2023/4/7 7:35,0.137233333
2023/4/7 7:37,1.292166667
2023/4/7 7:39,0.083983333
2023/4/7 7:41,0.1287
2023/4/7 7:43,0.08915
2023/4/7 7:45,0.08905
2023/4/7 7:47,0.02995
2023/4/7 7:49,0.120466667
2023/4/7 7:51,1.3469
2023/4/7 7:53,0.06115
2023/4/7 7:55,0.0605
2023/4/7 7:57,0.04215
2023/4/7 7:59,0.12575
2023/4/7 8:01,0.054616667
2023/4/7 8:03,0.036233333
2023/4/7 8:05,0.06795
2023/4/7 8:07,0.133083333
2023/4/7 8:09,0.126966667
2023/4/7 8:11,0.145733333
2023/4/7 8:13,0.1055
2023/4/7 8:15,0.0837
2023/4/7 8:17,0.0235
2023/4/7 8:19,0.026333334
2023/4/7 8:21,0.054883333
2023/4/7 8:23,0.377016667
2023/4/7 8:25,3.66095
2023/4/7 8:27,0.753383333
2023/4/7 8:29,0.422266667
2023/4/7 8:31,1.305616667
2023/4/7 8:33,0.032133333
2023/4/7 8:35,0.663633333
2023/4/7 8:37,0.11
2023/4/7 8:39,1.1681
2023/4/7 8:41,0.063433333
2023/4/7 8:43,0.6445
2023/4/7 8:45,0.834316666
2023/4/7 8:47,1.2155
2023/4/7 8:49,0.8109
2023/4/7 8:51,1.1391
2023/4/7 8:53,1.6039
2023/4/7 8:55,3.159633333
2023/4/7 8:57,5.978266667
2023/4/7 8:59,0.435333333
2023/4/7 9:01,0.481166667
2023/4/7 9:03,2.81205
2023/4/7 9:05,0.53575
2023/4/7 9:07,4.20665
2023/4/7 9:09,1.03255
2023/4/7 9:11,0.491283333
2023/4/7 9:13,0.743833334
2023/4/7 9:15,0.115516667
2023/4/7 9:17,0.061766667
2023/4/7 9:19,1.366
2023/4/7 9:21,0.18985
2023/4/7 9:23,1.197883333
2023/4/7 9:25,1.622516667
2023/4/7 9:27,3.955966667
2023/4/7 9:29,0.530466667
2023/4/7 9:31,1.339283333
2023/4/7 9:33,1.275983333
2023/4/7 9:35,1.30305
2023/4/7 9:37,6.6937
2023/4/7 9:39,1.204116667
2023/4/7 9:41,0.419166667
2023/4/7 9:43,4.9891
2023/4/7 9:45,0.75725
2023/4/7 9:47,1.357483333
2023/4/7 9:49,2.732783333
2023/4/7 9:51,0.71945
2023/4/7 9:53,9.011666667
2023/4/7 9:55,4.389383333
2023/4/7 9:57,3.887783333
2023/4/7 9:59,10.39331667
2023/4/7 10:01,2.45285
2023/4/7 10:03,5.653366667
2023/4/7 10:05,2.642266667
2023/4/7 10:07,7.589966667
2023/4/7 10:09,1.573016667
2023/4/7 10:11,3.917916667
2023/4/7 10:13,1.227933333
2023/4/7 10:15,1.1371
2023/4/7 10:17,3.068316667
2023/4/7 10:19,3.494816667
2023/4/7 10:21,4.4162
2023/4/7 10:23,4.1965
2023/4/7 10:25,6.212566667
2023/4/7 10:27,23.44121667
2023/4/7 10:29,6.1815
2023/4/7 10:31,4.212933333
2023/4/7 10:33,3.654
2023/4/7 10:35,4.353683333
2023/4/7 10:37,2.851183333
2023/4/7 10:39,12.28266667
2023/4/7 10:41,2.679216667
2023/4/7 10:43,2.181033333
2023/4/7 10:45,2.255833333
2023/4/7 10:47,6.098516667
2023/4/7 10:49,8.415
2023/4/7 10:51,3.651966667
2023/4/7 10:53,6.06975
2023/4/7 10:55,5.260416667
2023/4/7 10:57,6.072983333
2023/4/7 10:59,6.17775
2023/4/7 11:01,3.84745
2023/4/7 11:03,3.13095
2023/4/7 11:05,6.36085
2023/4/7 11:07,9.893933333
2023/4/7 11:09,7.093766667
2023/4/7 11:11,6.503333333
2023/4/7 11:13,0.099966667
2023/4/7 11:15,1.48635
2023/4/7 11:17,2.13665
2023/4/7 11:19,6.9964
2023/4/7 11:21,6.45415
2023/4/7 11:23,5.933033333
2023/4/7 11:25,3.613216667
2023/4/7 11:27,1.9225
2023/4/7 11:29,1.649
2023/4/7 11:31,2.721033333
2023/4/7 11:33,3.814266667
2023/4/7 11:35,21.07735
2023/4/7 11:37,2.092316667
2023/4/7 11:39,25.83855
2023/4/7 11:41,3.302516667
2023/4/7 11:43,11.03476667
2023/4/7 11:45,1.939016667
2023/4/7 11:47,1.185
2023/4/7 11:49,27.88908333
2023/4/7 11:51,17.83191667
2023/4/7 11:53,22.47723333
2023/4/7 11:55,9.184716667
2023/4/7 11:57,3.448966667
2023/4/7 11:59,2.137783333
2023/4/7 12:01,1.661016667
2023/4/7 12:03,4.760133334
2023/4/7 12:05,5.815916667
2023/4/7 12:07,11.3267
2023/4/7 12:09,0.497316667
2023/4/7 12:11,2.828783333
2023/4/7 12:13,2.727266667
2023/4/7 12:15,1.435916667
2023/4/7 12:17,0.065716666
2023/4/7 12:19,6.5706
2023/4/7 12:21,9.70775
2023/4/7 12:23,0.471483333
2023/4/7 12:25,7.342
2023/4/7 12:27,2.8227
2023/4/7 12:29,1.65815
2023/4/7 12:31,6.200906697
2023/4/7 12:33,5.443916667
2023/4/7 12:35,3.279766667
2023/4/7 12:37,11.03488333
2023/4/7 12:39,7.944883333
2023/4/7 12:41,9.001
2023/4/7 12:43,2.618766667
2023/4/7 12:45,0.9505
2023/4/7 12:47,1.48185
2023/4/7 12:49,4.8721
2023/4/7 12:51,3.1621
2023/4/7 12:53,2.238033333
2023/4/7 12:55,29.52563333
2023/4/7 12:57,6.2333
2023/4/7 12:59,3.455433333
2023/4/7 13:01,5.293766666
2023/4/7 13:03,1.256066667
2023/4/7 13:05,0.504533333
2023/4/7 13:07,2.622633333
2023/4/7 13:09,2.70015
2023/4/7 13:11,1.704933333
2023/4/7 13:13,7.24105
2023/4/7 13:15,4.84225
2023/4/7 13:17,0.470116667
2023/4/7 13:19,1.141416667
2023/4/7 13:21,2.8559
2023/4/7 13:23,20.68298333
2023/4/7 13:25,2.156688556
2023/4/7 13:27,3.874483333
2023/4/7 13:29,16.6915
2023/4/7 13:31,2.506666667
2023/4/7 13:33,2.224616667
2023/4/7 13:35,2.006783333
2023/4/7 13:37,4.51605
2023/4/7 13:39,12.70303333
2023/4/7 13:41,6.866633333
2023/4/7 13:43,1.619616667
2023/4/7 13:45,5.5873
2023/4/7 13:47,3.042416667
2023/4/7 13:49,3.72105
2023/4/7 13:51,3.855933333
2023/4/7 13:53,0.705766666
2023/4/7 13:55,6.371266667
2023/4/7 13:57,4.639616667
2023/4/7 13:59,5.789766667
2023/4/7 14:01,5.29675
2023/4/7 14:03,7.62855
2023/4/7 14:05,1.6594
2023/4/7 14:07,1.131783333
2023/4/7 14:09,2.41585
2023/4/7 14:11,8.997116667
2023/4/7 14:13,1.889666667
2023/4/7 14:15,2.301716667
2023/4/7 14:17,1.318816667
2023/4/7 14:19,7.645083333
2023/4/7 14:21,5.684883333
2023/4/7 14:23,1.590883333
2023/4/7 14:25,12.53131667
2023/4/7 14:27,9.187816667
2023/4/7 14:29,0.748683333
2023/4/7 14:31,6.090316667
2023/4/7 14:33,4.180283333
2023/4/7 14:35,3.614733333
2023/4/7 14:37,1.9328
2023/4/7 14:39,1.17525
2023/4/7 14:41,26.74255
2023/4/7 14:43,1.3909
2023/4/7 14:45,2.225733333
2023/4/7 14:47,1.543683333
2023/4/7 14:49,10.05638333
2023/4/7 14:51,7.347533333
2023/4/7 14:53,9.40945
2023/4/7 14:55,1.493433333
2023/4/7 14:57,2.864366667
2023/4/7 14:59,1.2848
2023/4/7 15:01,2.445083333
2023/4/7 15:03,4.053983333
2023/4/7 15:05,0.5615
2023/4/7 15:07,0.535416667
2023/4/7 15:09,2.77825
2023/4/7 15:11,2.966533333
2023/4/7 15:13,0.080033333
2023/4/7 15:15,1.711566667
2023/4/7 15:17,14.75498333
2023/4/7 15:19,1.059416667
2023/4/7 15:21,2.126783333
2023/4/7 15:23,3.409666667
2023/4/7 15:25,8.482866667
2023/4/7 15:27,4.015033334
2023/4/7 15:29,1.130166667
2023/4/7 15:31,4.930283333
2023/4/7 15:33,4.863333333
2023/4/7 15:35,20.5868
2023/4/7 15:37,10.67305
2023/4/7 15:39,9.03555
2023/4/7 15:41,3.965733333
2023/4/7 15:43,9.698633333
2023/4/7 15:45,3.23145
2023/4/7 15:47,1.132783333
2023/4/7 15:49,7.18075
2023/4/7 15:51,30.93225
2023/4/7 15:53,19.97666667
2023/4/7 15:55,7.833983333
2023/4/7 15:57,6.643216667
2023/4/7 15:59,2.6819
2023/4/7 16:01,1.165616667
2023/4/7 16:03,0.5141
2023/4/7 16:05,0.4747
2023/4/7 16:07,2.261666667
2023/4/7 16:09,2.985716667
2023/4/7 16:11,18.36205
2023/4/7 16:13,3.390033333
2023/4/7 16:15,11.9745
2023/4/7 16:17,1.5427
2023/4/7 16:19,3.45145
2023/4/7 16:21,7.6441
2023/4/7 16:23,1.39535
2023/4/7 16:25,21.52201667
2023/4/7 16:27,2.525016667
2023/4/7 16:29,2.5546
2023/4/7 16:31,2.655533333
2023/4/7 16:33,13.45281667
2023/4/7 16:35,3.315066667
2023/4/7 16:37,18.29846667
2023/4/7 16:39,0.712683333
2023/4/7 16:41,2.814916667
2023/4/7 16:43,2.015566667
2023/4/7 16:45,2.3993
2023/4/7 16:47,4.724433333
2023/4/7 16:49,2.9741
2023/4/7 16:51,10.84425
2023/4/7 16:53,2.051816667
2023/4/7 16:55,12.89971667
2023/4/7 16:57,2.609816667
2023/4/7 16:59,2.32525
2023/4/7 17:01,9.313616667
2023/4/7 17:03,1.726366667
2023/4/7 17:05,1.87995
2023/4/7 17:07,2.091816667
2023/4/7 17:09,12.41796667
2023/4/7 17:11,1.034383333
2023/4/7 17:13,2.889116666
2023/4/7 17:15,2.02535
2023/4/7 17:17,3.868966667
2023/4/7 17:19,0.710283333
2023/4/7 17:21,9.507066667
2023/4/7 17:23,2.978916667
2023/4/7 17:25,3.370266667
2023/4/7 17:27,1.0131
2023/4/7 17:29,10.69503333
2023/4/7 17:31,2.375983333
2023/4/7 17:33,2.02395
2023/4/7 17:35,4.231716667
2023/4/7 17:37,3.28395
2023/4/7 17:39,2.138166667
2023/4/7 17:41,1.613616667
2023/4/7 17:43,7.703583333
2023/4/7 17:45,3.53315
2023/4/7 17:47,9.348683333
2023/4/7 17:49,2.248616667
2023/4/7 17:51,2.16005
2023/4/7 17:53,2.418483333
2023/4/7 17:55,25.31295
2023/4/7 17:57,24.36791667
2023/4/7 17:59,0.689616667
2023/4/7 18:01,1.177316667
2023/4/7 18:03,6.457666667
2023/4/7 18:05,10.41078333
2023/4/7 18:07,20.21238333
2023/4/7 18:09,1.255033333
2023/4/7 18:11,0.917683333
2023/4/7 18:13,1.640233333
2023/4/7 18:15,4.950083333
2023/4/7 18:17,2.334183333
2023/4/7 18:19,6.725316667
2023/4/7 18:21,11.97701667
2023/4/7 18:23,1.580766667
2023/4/7 18:25,4.71355
2023/4/7 18:27,3.91455
2023/4/7 18:29,1.04295
2023/4/7 18:31,6.764816667
2023/4/7 18:33,11.4365
2023/4/7 18:35,1.609533333
2023/4/7 18:37,3.018816667
2023/4/7 18:39,2.083833333
2023/4/7 18:41,6.087
2023/4/7 18:43,5.75185
2023/4/7 18:45,5.326883333
2023/4/7 18:47,2.5438
2023/4/7 18:49,1.191566667
2023/4/7 18:51,11.00343333
2023/4/7 18:53,1.2984
2023/4/7 18:55,2.888716667
2023/4/7 18:57,2.13925
2023/4/7 18:59,6.9921
2023/4/7 19:01,1.528183333
2023/4/7 19:03,0.06365
2023/4/7 19:05,1.899966667
2023/4/7 19:07,10.8388
2023/4/7 19:09,1.539883333
2023/4/7 19:11,7.692133333
2023/4/7 19:13,4.36285
2023/4/7 19:15,6.631666667
2023/4/7 19:17,3.265883333
2023/4/7 19:19,0.818116667
2023/4/7 19:21,3.780433333
2023/4/7 19:23,0.511066667
2023/4/7 19:25,19.59221667
2023/4/7 19:27,6.2405
2023/4/7 19:29,28.08605
2023/4/7 19:31,1.9528
2023/4/7 19:33,12.97335
2023/4/7 19:35,0.8772
2023/4/7 19:37,1.287483333
2023/4/7 19:39,4.051716667
2023/4/7 19:41,5.11235
2023/4/7 19:43,1.861083333
2023/4/7 19:45,7.873333333
2023/4/7 19:47,12.27815
2023/4/7 19:49,4.668616667
2023/4/7 19:51,3.152316667
2023/4/7 19:53,1.33045
2023/4/7 19:55,7.160416667
2023/4/7 19:57,2.510433333
2023/4/7 19:59,1.645583333
2023/4/7 20:01,3.44975
2023/4/7 20:03,2.110966667
2023/4/7 20:05,19.47343333
2023/4/7 20:07,13.40381667
2023/4/7 20:09,0.060983333
2023/4/7 20:11,2.184466667
2023/4/7 20:13,4.593666666
2023/4/7 20:15,0.958833333
2023/4/7 20:17,3.373866667
2023/4/7 20:19,14.83493333
2023/4/7 20:21,8.075433333
2023/4/7 20:23,0.469016667
2023/4/7 20:25,3.55285
2023/4/7 20:27,2.709
2023/4/7 20:29,0.503183333
2023/4/7 20:31,1.398533333
2023/4/7 20:33,0.795916667
2023/4/7 20:35,10.82778333
2023/4/7 20:37,10.67998333
2023/4/7 20:39,1.383066667
2023/4/7 20:41,27.93375
2023/4/7 20:43,1.73295
2023/4/7 20:45,0.087133333
2023/4/7 20:47,7.5378
2023/4/7 20:49,1.255333333
2023/4/7 20:51,4.79065
2023/4/7 20:53,1.46805
2023/4/7 20:55,3.053166667
2023/4/7 20:57,1.798166667
2023/4/7 20:59,1.702283333
2023/4/7 21:01,1.224766667
2023/4/7 21:03,0.0361
2023/4/7 21:05,5.637316667
2023/4/7 21:07,0.362233333
2023/4/7 21:09,5.910383333
2023/4/7 21:11,1.963766667
2023/4/7 21:13,6.612233334
2023/4/7 21:15,0.416433333
2023/4/7 21:17,0.924816667
2023/4/7 21:19,3.253083333
2023/4/7 21:21,16.21895
2023/4/7 21:23,2.4835
2023/4/7 21:25,2.340983333
2023/4/7 21:27,0.669283333
2023/4/7 21:29,2.94895
2023/4/7 21:31,0.403983333
2023/4/7 21:33,0.4727
2023/4/7 21:35,0.679033333
2023/4/7 21:37,4.324283333
2023/4/7 21:39,6.650083333
2023/4/7 21:41,1.395016667
2023/4/7 21:43,2.77485
2023/4/7 21:45,4.43925
2023/4/7 21:47,1.121833333
2023/4/7 21:49,5.318233333
2023/4/7 21:51,2.078083333
2023/4/7 21:53,1.033866667
2023/4/7 21:55,33.8551
2023/4/7 21:57,6.125916667
2023/4/7 21:59,1.333416667
2023/4/7 22:01,0.053216667
2023/4/7 22:03,6.3217
2023/4/7 22:05,4.033316667
2023/4/7 22:07,1.46605
2023/4/7 22:09,0.599633333
2023/4/7 22:11,5.0897
2023/4/7 22:13,7.133183333
2023/4/7 22:15,1.625183333
2023/4/7 22:17,5.1851
2023/4/7 22:19,2.794933333
2023/4/7 22:21,1.913216667
2023/4/7 22:23,1.13715
2023/4/7 22:25,3.30705
2023/4/7 22:27,6.116466667
2023/4/7 22:29,6.838166667
2023/4/7 22:31,0.403666667
2023/4/7 22:33,3.753316667
2023/4/7 22:35,0.56785
2023/4/7 22:37,1.1222
2023/4/7 22:39,3.415416667
2023/4/7 22:41,0.427016667
2023/4/7 22:43,3.454283333
2023/4/7 22:45,0.62235
2023/4/7 22:47,0.06995
2023/4/7 22:49,1.867183333
2023/4/7 22:51,0.43745
2023/4/7 22:53,0.052616667
2023/4/7 22:55,1.207516667
2023/4/7 22:57,1.02385
2023/4/7 22:59,1.012033333
2023/4/7 23:01,16.79155
2023/4/7 23:03,3.5991
2023/4/7 23:05,0.091966667
2023/4/7 23:07,1.20155
2023/4/7 23:09,1.302066667
2023/4/7 23:11,0.475
2023/4/7 23:13,3.834866667
2023/4/7 23:15,0.974466667
2023/4/7 23:17,0.057633333
2023/4/7 23:19,0.932366667
2023/4/7 23:21,3.936216667
2023/4/7 23:23,0.012516667
2023/4/7 23:25,0.57975
2023/4/7 23:27,0.001683333
2023/4/7 23:29,0.3773
2023/4/7 23:31,2.330166666
2023/4/7 23:33,1.2519
2023/4/7 23:35,0.026933333
2023/4/7 23:37,0.482066667
2023/4/7 23:39,0.973933333
2023/4/7 23:41,0.0557
2023/4/7 23:43,3.747533333
2023/4/7 23:45,0.0448
2023/4/7 23:47,3.615216667
2023/4/7 23:49,4.001683333
2023/4/7 23:51,0.866183333
2023/4/7 23:53,0.031883333
2023/4/7 23:55,0.424883333
2023/4/7 23:57,0.762816667
2023/4/7 23:59,0.04835
2023/4/8 0:01,17.21023333
2023/4/8 0:03,0.434633333
2023/4/8 0:05,0.043483333
2023/4/8 0:07,0.06975
2023/4/8 0:09,3.453083333
2023/4/8 0:11,2.6527
2023/4/8 0:13,0.045583333
2023/4/8 0:15,17.81106667
2023/4/8 0:17,0.6575
2023/4/8 0:19,0.033816667
2023/4/8 0:21,0.339933333
2023/4/8 0:23,0.095716667
2023/4/8 0:25,0.001366667
2023/4/8 0:27,0.203733333
2023/4/8 0:29,0.019466667
2023/4/8 0:31,0.193983333
2023/4/8 0:33,0
2023/4/8 0:35,0.16075
2023/4/8 0:37,0.0435
2023/4/8 0:39,0.082966667
2023/4/8 0:41,0.008816667
2023/4/8 0:43,0.103633333
2023/4/8 0:45,0.063333333
2023/4/8 0:47,0.036116667
2023/4/8 0:49,35.58178333
2023/4/8 0:51,1.542833333
2023/4/8 0:53,0.037
2023/4/8 0:55,0.11025
2023/4/8 0:57,0.073
2023/4/8 0:59,0.041066667
2023/4/8 1:01,0.127166667
2023/4/8 1:03,0.017033333
2023/4/8 1:05,0.419183333
2023/4/8 1:07,0.8481
2023/4/8 1:09,0.050683333
2023/4/8 1:11,0.04625
2023/4/8 1:13,0.081583333
2023/4/8 1:15,0.0899
2023/4/8 1:17,0.051283333
2023/4/8 1:19,0.059683333
2023/4/8 1:21,0.044916667
2023/4/8 1:23,0.052483333
2023/4/8 1:25,0.1864
2023/4/8 1:27,0
2023/4/8 1:29,0.02645
2023/4/8 1:31,0.000416667
2023/4/8 1:33,0.02645
2023/4/8 1:35,0.050633333
2023/4/8 1:37,0.02035
2023/4/8 1:39,0.278383333
2023/4/8 1:41,0.019533333
2023/4/8 1:43,0.324066667
2023/4/8 1:45,0.244966667
2023/4/8 1:47,0.2703
2023/4/8 1:49,0.022033333
