date,value
2023/4/6 21:31,6598090.2
2023/4/6 21:33,6414387.717
2023/4/6 21:35,6325525.833
2023/4/6 21:37,6670715.517
2023/4/6 21:39,6735061.35
2023/4/6 21:41,6332867.017
2023/4/6 21:43,10827815.38
2023/4/6 21:45,9549886.267
2023/4/6 21:47,8236130.9
2023/4/6 21:49,7179906.45
2023/4/6 21:51,6231807.633
2023/4/6 21:53,6426184.567
2023/4/6 21:55,6403587.067
2023/4/6 21:57,6108197.033
2023/4/6 21:59,5676243.917
2023/4/6 22:01,5903356.35
2023/4/6 22:03,6282729.8
2023/4/6 22:05,5839313.633
2023/4/6 22:07,5948045.183
2023/4/6 22:09,6894109.333
2023/4/6 22:11,6032274.383
2023/4/6 22:13,6267741.933
2023/4/6 22:15,6775658
2023/4/6 22:17,6093234.917
2023/4/6 22:19,6525403.6
2023/4/6 22:21,6044638.25
2023/4/6 22:23,5292066.133
2023/4/6 22:25,5725250.167
2023/4/6 22:27,5858074.15
2023/4/6 22:29,5744732.533
2023/4/6 22:31,5224695.017
2023/4/6 22:33,5708216.483
2023/4/6 22:35,4732083.967
2023/4/6 22:37,6217328.483
2023/4/6 22:39,6472516.817
2023/4/6 22:41,5520214.4
2023/4/6 22:43,10349394.15
2023/4/6 22:45,9306733.467
2023/4/6 22:47,7469949.85
2023/4/6 22:49,7024134.983
2023/4/6 22:51,5706899.2
2023/4/6 22:53,6013904.733
2023/4/6 22:55,4927018.683
2023/4/6 22:57,5832525.817
2023/4/6 22:59,5781625.617
2023/4/6 23:01,5223060.917
2023/4/6 23:03,5060536.417
2023/4/6 23:05,5279748.317
2023/4/6 23:07,4543279.233
2023/4/6 23:09,5855598.65
2023/4/6 23:11,5315383.883
2023/4/6 23:13,4708585.183
2023/4/6 23:15,4606614.483
2023/4/6 23:17,4763975.133
2023/4/6 23:19,5244477.667
2023/4/6 23:21,5069664.6
2023/4/6 23:23,5093526.183
2023/4/6 23:25,4753740.283
2023/4/6 23:27,5442592.667
2023/4/6 23:29,5102758.383
2023/4/6 23:31,5080237.6
2023/4/6 23:33,5197713.05
2023/4/6 23:35,4858470.217
2023/4/6 23:37,5388604.117
2023/4/6 23:39,4415238.633
2023/4/6 23:41,3647128.033
2023/4/6 23:43,8510825.9
2023/4/6 23:45,7430178.967
2023/4/6 23:47,5714589.971
2023/4/6 23:49,4912943.7
2023/4/6 23:51,3723218.817
2023/4/6 23:53,3920026.25
2023/4/6 23:55,3883026.067
2023/4/6 23:57,4793947.65
2023/4/6 23:59,5090427.9
2023/4/7 0:01,4541878.8
2023/4/7 0:03,5189678.033
2023/4/7 0:05,4520312.2
2023/4/7 0:07,4557987.733
2023/4/7 0:09,4620993.8
2023/4/7 0:11,3667328.5
2023/4/7 0:13,3935945.35
2023/4/7 0:15,3766263.133
2023/4/7 0:17,4566873.171
2023/4/7 0:19,4749869.833
2023/4/7 0:21,4176039.717
2023/4/7 0:23,4192544.983
2023/4/7 0:25,3686086.483
2023/4/7 0:27,4377020.333
2023/4/7 0:29,3902392.233
2023/4/7 0:31,3941770.85
2023/4/7 0:33,4420051.2
2023/4/7 0:35,4083459.283
2023/4/7 0:37,3999400.367
2023/4/7 0:39,4362791.1
2023/4/7 0:41,3971672.183
2023/4/7 0:43,7096906.567
2023/4/7 0:45,6835518.883
2023/4/7 0:47,5129632.283
2023/4/7 0:49,4603803.017
2023/4/7 0:51,2913480.833
2023/4/7 0:53,2849922.967
2023/4/7 0:55,2761948.267
2023/4/7 0:57,3170290.4
2023/4/7 0:59,3381814.583
2023/4/7 1:01,3458720.25
2023/4/7 1:03,3448802.7
2023/4/7 1:05,3221170.683
2023/4/7 1:07,3064835.2
2023/4/7 1:09,3469022.633
2023/4/7 1:11,2877098.717
2023/4/7 1:13,3266615.3
2023/4/7 1:15,3020871.933
2023/4/7 1:17,2996335.217
2023/4/7 1:19,3070662.567
2023/4/7 1:21,2397228.45
2023/4/7 1:23,2694158.05
2023/4/7 1:25,2375486.867
2023/4/7 1:27,2749724.367
2023/4/7 1:29,3171908.983
2023/4/7 1:31,2670855.15
2023/4/7 1:33,3013820.883
2023/4/7 1:35,2509022.233
2023/4/7 1:37,2699568.5
2023/4/7 1:39,3579338.467
2023/4/7 1:41,2917813.833
2023/4/7 1:43,3505498.433
2023/4/7 1:45,3048955.283
2023/4/7 1:47,2893651.117
2023/4/7 1:49,3297166.683
2023/4/7 1:51,3065667.167
2023/4/7 1:53,3380242.433
2023/4/7 1:55,3042432.25
2023/4/7 1:57,3471110.9
2023/4/7 1:59,3487235.8
